feature_fixed_acidity,feature_volatile_acidity,feature_citric_acid,feature_residual_sugar,feature_chlorides,feature_free_sulfur_dioxide,feature_total_sulfur_dioxide,feature_sulphates,feature_wine_type,intermediate_density,intermediate_ph,intermediate_alcohol,target_quality,ID_wine_type,ID_row
10.0,0.31,0.47,2.6,0.085,14.0,33.0,0.8,red,0.99965,3.36,10.5,7,red,259
7.9,0.33,0.23,1.7,0.077,18.0,45.0,0.65,red,0.99625,3.29,9.3,5,red,260
7.0,0.975,0.04,2.0,0.087,12.0,67.0,0.6,red,0.99565,3.35,9.4,4,red,261
8.0,0.52,0.03,1.7,0.07,10.0,35.0,0.57,red,0.99575,3.34,10.0,5,red,262
7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.67,red,0.9963,3.28,9.3,5,red,263
12.5,0.56,0.49,2.4,0.064,5.0,27.0,0.87,red,0.9999,3.08,10.9,5,red,264
11.8,0.26,0.52,1.8,0.071,6.0,10.0,0.72,red,0.9968,3.2,10.2,7,red,265
8.1,0.87,0.0,3.3,0.096,26.0,61.0,0.72,red,1.00025,3.6,9.8,4,red,266
7.9,0.35,0.46,3.6,0.078,15.0,37.0,0.86,red,0.9973,3.35,12.8,8,red,267
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.91,red,0.9987,3.69,9.4,6,red,268
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.97,red,0.9996,3.28,10.1,6,red,269
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.67,red,0.9965,3.36,10.7,6,red,270
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.97,red,0.9996,3.28,10.1,6,red,271
10.9,0.37,0.58,4.0,0.071,17.0,65.0,0.78,red,0.99935,3.22,10.1,5,red,272
8.4,0.715,0.2,2.4,0.076,10.0,38.0,0.64,red,0.99735,3.31,9.4,5,red,273
7.5,0.65,0.18,7.0,0.088,27.0,94.0,0.77,red,0.99915,3.38,9.4,5,red,274
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.67,red,0.9965,3.36,10.7,6,red,275
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.91,red,0.9987,3.69,9.4,6,red,276
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.97,red,0.9996,3.28,10.1,6,red,277
10.3,0.32,0.45,6.4,0.073,5.0,13.0,0.82,red,0.9976,3.23,12.6,8,red,278
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.77,red,0.9991,3.38,10.5,7,red,279
11.4,0.26,0.44,3.6,0.071,6.0,19.0,0.82,red,0.9986,3.12,9.3,6,red,280
7.7,0.27,0.68,3.5,0.358,5.0,10.0,1.08,red,0.9972,3.25,9.9,7,red,281
7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.57,red,0.9971,3.36,9.1,5,red,282
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.77,red,0.9991,3.38,10.5,7,red,283
9.9,0.59,0.07,3.4,0.102,32.0,71.0,0.71,red,1.00015,3.31,9.8,5,red,284
9.9,0.59,0.07,3.4,0.102,32.0,71.0,0.71,red,1.00015,3.31,9.8,5,red,285
12.0,0.45,0.55,2.0,0.073,25.0,49.0,0.76,red,0.9997,3.1,10.3,6,red,286
7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.7,red,0.9967,3.37,10.3,6,red,287
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.86,red,0.9976,3.34,10.6,7,red,288
11.6,0.42,0.53,3.3,0.105,33.0,98.0,0.95,red,1.001,3.2,9.2,5,red,289
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.86,red,0.9976,3.34,10.6,7,red,290
11.0,0.2,0.48,2.0,0.343,6.0,18.0,0.71,red,0.9979,3.3,10.5,5,red,291
10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.64,red,0.9994,3.22,10.3,6,red,292
6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.6,red,0.9964,3.41,10.1,6,red,293
13.3,0.34,0.52,3.2,0.094,17.0,53.0,0.81,red,1.0014,3.05,9.5,6,red,294
10.8,0.5,0.46,2.5,0.073,5.0,27.0,0.64,red,1.0001,3.05,9.5,5,red,295
10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.52,red,0.9981,3.16,9.9,5,red,296
7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.73,red,0.99855,3.67,9.6,5,red,297
7.2,0.65,0.02,2.3,0.094,5.0,31.0,0.8,red,0.9993,3.67,9.7,5,red,298
6.9,0.67,0.06,2.1,0.08,8.0,33.0,0.71,red,0.99845,3.68,9.6,5,red,299
7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.59,red,0.9965,3.38,10.7,6,red,300
11.1,0.18,0.48,1.5,0.068,7.0,15.0,0.64,red,0.9973,3.22,10.1,6,red,301
8.3,0.705,0.12,2.6,0.092,12.0,28.0,0.72,red,0.9994,3.51,10.0,5,red,302
7.4,0.67,0.12,1.6,0.186,5.0,21.0,0.54,red,0.996,3.39,9.5,5,red,303
8.4,0.65,0.6,2.1,0.112,12.0,90.0,0.52,red,0.9973,3.2,9.2,5,red,304
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.59,red,0.9998,3.12,9.3,6,red,305
7.6,0.62,0.32,2.2,0.082,7.0,54.0,0.52,red,0.9966,3.36,9.4,5,red,306
10.3,0.41,0.42,2.4,0.213,6.0,14.0,0.62,red,0.9994,3.19,9.5,6,red,307
10.3,0.43,0.44,2.4,0.214,5.0,12.0,0.63,red,0.9994,3.19,9.5,6,red,308
7.4,0.29,0.38,1.7,0.062,9.0,30.0,0.53,red,0.9968,3.41,9.5,6,red,309
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.59,red,0.9998,3.12,9.3,6,red,310
7.9,0.53,0.24,2.0,0.072,15.0,105.0,0.54,red,0.996,3.27,9.4,6,red,311
9.0,0.46,0.31,2.8,0.093,19.0,98.0,0.63,red,0.99815,3.32,9.5,6,red,312
8.6,0.47,0.3,3.0,0.076,30.0,135.0,0.53,red,0.9976,3.3,9.4,5,red,313
7.4,0.36,0.29,2.6,0.087,26.0,72.0,0.68,red,0.99645,3.39,11.0,5,red,314
7.1,0.35,0.29,2.5,0.096,20.0,53.0,0.65,red,0.9962,3.42,11.0,6,red,315
9.6,0.56,0.23,3.4,0.102,37.0,92.0,0.65,red,0.9996,3.3,10.1,5,red,316
9.6,0.77,0.12,2.9,0.082,30.0,74.0,0.64,red,0.99865,3.3,10.4,6,red,317
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.71,red,0.9989,3.37,11.5,7,red,318
9.6,0.77,0.12,2.9,0.082,30.0,74.0,0.64,red,0.99865,3.3,10.4,6,red,319
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.71,red,0.9989,3.37,11.5,7,red,320
9.3,0.61,0.26,3.4,0.09,25.0,87.0,0.62,red,0.99975,3.24,9.7,5,red,321
7.8,0.62,0.05,2.3,0.079,6.0,18.0,0.63,red,0.99735,3.29,9.3,5,red,322
10.3,0.59,0.42,2.8,0.09,35.0,73.0,0.7,red,0.999,3.28,9.5,6,red,323
10.0,0.49,0.2,11.0,0.071,13.0,50.0,0.69,red,1.0015,3.16,9.2,6,red,324
10.0,0.49,0.2,11.0,0.071,13.0,50.0,0.69,red,1.0015,3.16,9.2,6,red,325
11.6,0.53,0.66,3.65,0.121,6.0,14.0,0.74,red,0.9978,3.05,11.5,7,red,326
10.3,0.44,0.5,4.5,0.107,5.0,13.0,0.83,red,0.998,3.28,11.5,5,red,327
13.4,0.27,0.62,2.6,0.082,6.0,21.0,0.67,red,1.0002,3.16,9.7,6,red,328
10.7,0.46,0.39,2.0,0.061,7.0,15.0,0.62,red,0.9981,3.18,9.5,5,red,329
10.2,0.36,0.64,2.9,0.122,10.0,41.0,0.66,red,0.998,3.23,12.5,6,red,330
10.2,0.36,0.64,2.9,0.122,10.0,41.0,0.66,red,0.998,3.23,12.5,6,red,331
8.0,0.58,0.28,3.2,0.066,21.0,114.0,0.54,red,0.9973,3.22,9.4,6,red,332
8.4,0.56,0.08,2.1,0.105,16.0,44.0,0.52,red,0.9958,3.13,11.0,5,red,333
7.9,0.65,0.01,2.5,0.078,17.0,38.0,0.74,red,0.9963,3.34,11.7,7,red,334
11.9,0.695,0.53,3.4,0.128,7.0,21.0,0.84,red,0.9992,3.17,12.2,7,red,335
8.9,0.43,0.45,1.9,0.052,6.0,16.0,0.7,red,0.9948,3.35,12.5,6,red,336
7.8,0.43,0.32,2.8,0.08,29.0,58.0,0.64,red,0.9974,3.31,10.3,5,red,337
12.4,0.49,0.58,3.0,0.103,28.0,99.0,1.0,red,1.0008,3.16,11.5,6,red,338
12.5,0.28,0.54,2.3,0.082,12.0,29.0,1.36,red,0.9997,3.11,9.8,7,red,339
12.2,0.34,0.5,2.4,0.066,10.0,21.0,1.18,red,1.0,3.12,9.2,6,red,340
10.6,0.42,0.48,2.7,0.065,5.0,18.0,0.87,red,0.9972,3.21,11.3,6,red,341
10.9,0.39,0.47,1.8,0.118,6.0,14.0,0.75,red,0.9982,3.3,9.8,6,red,342
10.9,0.39,0.47,1.8,0.118,6.0,14.0,0.75,red,0.9982,3.3,9.8,6,red,343
11.9,0.57,0.5,2.6,0.082,6.0,32.0,0.78,red,1.0006,3.12,10.7,6,red,344
7.0,0.685,0.0,1.9,0.067,40.0,63.0,0.81,red,0.9979,3.6,9.9,5,red,345
6.6,0.815,0.02,2.7,0.072,17.0,34.0,0.89,red,0.9955,3.58,12.3,7,red,346
13.8,0.49,0.67,3.0,0.093,6.0,15.0,0.93,red,0.9986,3.02,12.0,6,red,347
9.6,0.56,0.31,2.8,0.089,15.0,46.0,0.92,red,0.9979,3.11,10.0,6,red,348
9.1,0.785,0.0,2.6,0.093,11.0,28.0,0.86,red,0.9994,3.36,9.4,6,red,349
10.7,0.67,0.22,2.7,0.107,17.0,34.0,0.98,red,1.0004,3.28,9.9,6,red,350
9.1,0.795,0.0,2.6,0.096,11.0,26.0,0.83,red,0.9994,3.35,9.4,6,red,351
7.7,0.665,0.0,2.4,0.09,8.0,19.0,0.73,red,0.9974,3.27,9.3,5,red,352
13.5,0.53,0.79,4.8,0.12,23.0,77.0,0.77,red,1.0018,3.18,13.0,5,red,353
6.1,0.21,0.4,1.4,0.066,40.5,165.0,0.59,red,0.9912,3.25,11.9,6,red,354
6.7,0.75,0.01,2.4,0.078,17.0,32.0,0.61,red,0.9955,3.55,12.8,6,red,355
11.5,0.41,0.52,3.0,0.08,29.0,55.0,0.88,red,1.0001,3.26,11.0,5,red,356
10.5,0.42,0.66,2.95,0.116,12.0,29.0,0.75,red,0.997,3.24,11.7,7,red,357
11.9,0.43,0.66,3.1,0.109,10.0,23.0,0.85,red,1.0,3.15,10.4,7,red,358
12.6,0.38,0.66,2.6,0.088,10.0,41.0,0.68,red,1.001,3.17,9.8,6,red,359
8.2,0.7,0.23,2.0,0.099,14.0,81.0,0.7,red,0.9973,3.19,9.4,5,red,360
8.6,0.45,0.31,2.6,0.086,21.0,50.0,0.91,red,0.9982,3.37,9.9,6,red,361
11.9,0.58,0.66,2.5,0.072,6.0,37.0,0.56,red,0.9992,3.05,10.0,5,red,362
12.5,0.46,0.63,2.0,0.071,6.0,15.0,0.87,red,0.9988,2.99,10.2,5,red,363
12.8,0.615,0.66,5.8,0.083,7.0,42.0,0.73,red,1.0022,3.07,10.0,7,red,364
10.0,0.42,0.5,3.4,0.107,7.0,21.0,0.93,red,0.9979,3.26,11.8,6,red,365
12.8,0.615,0.66,5.8,0.083,7.0,42.0,0.73,red,1.0022,3.07,10.0,7,red,366
10.4,0.575,0.61,2.6,0.076,11.0,24.0,0.69,red,1.0,3.16,9.0,5,red,367
10.3,0.34,0.52,2.8,0.159,15.0,75.0,0.64,red,0.9998,3.18,9.4,5,red,368
9.4,0.27,0.53,2.4,0.074,6.0,18.0,1.13,red,0.9962,3.2,12.0,7,red,369
6.9,0.765,0.02,2.3,0.063,35.0,63.0,0.78,red,0.9975,3.57,9.9,5,red,370
7.9,0.24,0.4,1.6,0.056,11.0,25.0,0.87,red,0.9967,3.32,8.7,6,red,371
9.1,0.28,0.48,1.8,0.067,26.0,46.0,1.04,red,0.9967,3.32,10.6,6,red,372
7.4,0.55,0.22,2.2,0.106,12.0,72.0,0.63,red,0.9959,3.05,9.2,5,red,373
14.0,0.41,0.63,3.8,0.089,6.0,47.0,0.81,red,1.0014,3.01,10.8,6,red,374
11.5,0.54,0.71,4.4,0.124,6.0,15.0,0.83,red,0.9984,3.01,11.8,7,red,375
11.5,0.45,0.5,3.0,0.078,19.0,47.0,1.11,red,1.0003,3.26,11.0,6,red,376
9.4,0.27,0.53,2.4,0.074,6.0,18.0,1.13,red,0.9962,3.2,12.0,7,red,377
11.4,0.625,0.66,6.2,0.088,6.0,24.0,0.99,red,0.9988,3.11,13.3,6,red,378
8.3,0.42,0.38,2.5,0.094,24.0,60.0,0.7,red,0.9979,3.31,10.8,6,red,379
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.8,red,0.9974,3.21,9.4,6,red,380
13.7,0.415,0.68,2.9,0.085,17.0,43.0,0.8,red,1.0014,3.06,10.0,6,red,381
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.8,red,0.9974,3.21,9.4,6,red,382
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.8,red,0.9974,3.21,9.4,6,red,383
7.7,0.51,0.28,2.1,0.087,23.0,54.0,0.74,red,0.998,3.42,9.2,5,red,384
7.4,0.63,0.07,2.4,0.09,11.0,37.0,0.76,red,0.9979,3.43,9.7,6,red,385
7.8,0.54,0.26,2.0,0.088,23.0,48.0,0.74,red,0.9981,3.41,9.2,6,red,386
8.3,0.66,0.15,1.9,0.079,17.0,42.0,0.54,red,0.9972,3.31,9.6,6,red,387
7.8,0.46,0.26,1.9,0.088,23.0,53.0,0.74,red,0.9981,3.43,9.2,6,red,388
9.6,0.38,0.31,2.5,0.096,16.0,49.0,0.7,red,0.9982,3.19,10.0,7,red,389
5.6,0.85,0.05,1.4,0.045,12.0,88.0,0.82,red,0.9924,3.56,12.9,8,red,390
13.7,0.415,0.68,2.9,0.085,17.0,43.0,0.8,red,1.0014,3.06,10.0,6,red,391
9.5,0.37,0.52,2.0,0.082,6.0,26.0,0.51,red,0.998,3.18,9.5,5,red,392
8.4,0.665,0.61,2.0,0.112,13.0,95.0,0.54,red,0.997,3.16,9.1,5,red,393
12.7,0.6,0.65,2.3,0.063,6.0,25.0,0.57,red,0.9997,3.03,9.9,5,red,394
12.0,0.37,0.76,4.2,0.066,7.0,38.0,0.6,red,1.0004,3.22,13.0,7,red,395
6.6,0.735,0.02,7.9,0.122,68.0,124.0,0.53,red,0.9994,3.47,9.9,5,red,396
11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.65,red,0.9988,3.18,11.0,6,red,397
11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.65,red,0.9988,3.18,11.0,6,red,398
8.7,0.765,0.22,2.3,0.064,9.0,42.0,0.55,red,0.9963,3.1,9.4,5,red,399
6.6,0.735,0.02,7.9,0.122,68.0,124.0,0.53,red,0.9994,3.47,9.9,5,red,400
7.7,0.26,0.3,1.7,0.059,20.0,38.0,0.47,red,0.9949,3.29,10.8,6,red,401
12.2,0.48,0.54,2.6,0.085,19.0,64.0,0.61,red,1.0,3.1,10.5,6,red,402
11.4,0.6,0.49,2.7,0.085,10.0,41.0,0.63,red,0.9994,3.15,10.5,6,red,403
7.7,0.69,0.05,2.7,0.075,15.0,27.0,0.61,red,0.9974,3.26,9.1,5,red,404
8.7,0.31,0.46,1.4,0.059,11.0,25.0,0.76,red,0.9966,3.36,10.1,6,red,405
9.8,0.44,0.47,2.5,0.063,9.0,28.0,0.65,red,0.9981,3.24,10.8,6,red,406
12.0,0.39,0.66,3.0,0.093,12.0,30.0,0.63,red,0.9996,3.18,10.8,7,red,407
10.4,0.34,0.58,3.7,0.174,6.0,16.0,0.7,red,0.997,3.19,11.3,6,red,408
12.5,0.46,0.49,4.5,0.07,26.0,49.0,0.57,red,0.9981,3.05,9.6,4,red,409
9.0,0.43,0.34,2.5,0.08,26.0,86.0,0.62,red,0.9987,3.38,9.5,6,red,410
9.1,0.45,0.35,2.4,0.08,23.0,78.0,0.62,red,0.9987,3.38,9.5,5,red,411
7.1,0.735,0.16,1.9,0.1,15.0,77.0,0.64,red,0.9966,3.27,9.3,5,red,412
9.9,0.4,0.53,6.7,0.097,6.0,19.0,0.82,red,0.9986,3.27,11.7,7,red,413
8.8,0.52,0.34,2.7,0.087,24.0,122.0,0.61,red,0.9982,3.26,9.5,5,red,414
8.6,0.725,0.24,6.6,0.117,31.0,134.0,1.07,red,1.0014,3.32,9.3,5,red,415
10.6,0.48,0.64,2.2,0.111,6.0,20.0,0.66,red,0.997,3.26,11.7,6,red,416
7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.48,red,0.9956,3.44,10.5,5,red,417
11.9,0.38,0.51,2.0,0.121,7.0,20.0,0.76,red,0.9996,3.24,10.4,6,red,418
6.8,0.77,0.0,1.8,0.066,34.0,52.0,0.68,red,0.9976,3.62,9.9,5,red,419
9.5,0.56,0.33,2.4,0.089,35.0,67.0,0.73,red,0.9972,3.28,11.8,7,red,420
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.56,red,0.9952,3.52,12.3,7,red,421
7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.44,red,0.9955,3.36,10.9,5,red,422
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9,red,0.9978,3.15,11.0,7,red,423
7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.44,red,0.9955,3.36,10.9,5,red,424
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.56,red,0.9952,3.52,12.3,7,red,425
6.4,0.67,0.08,2.1,0.045,19.0,48.0,0.49,red,0.9949,3.49,11.4,6,red,426
9.5,0.78,0.22,1.9,0.077,6.0,32.0,0.56,red,0.9988,3.26,10.6,6,red,427
9.1,0.52,0.33,1.3,0.07,9.0,30.0,0.6,red,0.9978,3.24,9.3,5,red,428
12.8,0.84,0.63,2.4,0.088,13.0,35.0,0.6,red,0.9997,3.1,10.4,6,red,429
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9,red,0.9978,3.15,11.0,7,red,430
7.8,0.55,0.35,2.2,0.074,21.0,66.0,0.56,red,0.9974,3.25,9.2,5,red,431
11.9,0.37,0.69,2.3,0.078,12.0,24.0,0.65,red,0.9958,3.0,12.8,6,red,432
12.3,0.39,0.63,2.3,0.091,6.0,18.0,0.49,red,1.0004,3.16,9.5,5,red,433
10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.89,red,0.9996,3.15,9.9,6,red,434
12.3,0.39,0.63,2.3,0.091,6.0,18.0,0.49,red,1.0004,3.16,9.5,5,red,435
8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.56,red,0.9958,3.26,10.2,6,red,436
11.1,0.45,0.73,3.2,0.066,6.0,22.0,0.66,red,0.9986,3.17,11.2,6,red,437
10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.89,red,0.9996,3.15,9.9,6,red,438
7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.6,red,0.9951,3.08,9.3,5,red,439
12.6,0.31,0.72,2.2,0.072,6.0,29.0,0.82,red,0.9987,2.88,9.8,8,red,440
11.9,0.4,0.65,2.15,0.068,7.0,27.0,0.68,red,0.9988,3.06,11.3,6,red,441
15.6,0.685,0.76,3.7,0.1,6.0,43.0,0.68,red,1.0032,2.95,11.2,7,red,442
10.0,0.44,0.49,2.7,0.077,11.0,19.0,0.63,red,0.9963,3.23,11.6,7,red,443
5.3,0.57,0.01,1.7,0.054,5.0,27.0,0.84,red,0.9934,3.57,12.5,7,red,444
9.5,0.735,0.1,2.1,0.079,6.0,31.0,0.56,red,0.9986,3.23,10.1,6,red,445
12.5,0.38,0.6,2.6,0.081,31.0,72.0,0.73,red,0.9996,3.1,10.5,5,red,446
9.3,0.48,0.29,2.1,0.127,6.0,16.0,0.72,red,0.9968,3.22,11.2,5,red,447
8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.56,red,0.9967,3.2,10.2,6,red,448
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.61,red,0.9994,3.1,10.8,6,red,449
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.61,red,0.9994,3.1,10.8,6,red,450
8.4,0.37,0.53,1.8,0.413,9.0,26.0,1.06,red,0.9979,3.06,9.1,6,red,451
6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.63,red,0.9968,3.44,10.0,6,red,452
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.74,red,0.9998,3.26,11.2,7,red,453
7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.63,red,0.9952,3.5,11.1,5,red,454
11.3,0.62,0.67,5.2,0.086,6.0,19.0,0.69,red,0.9988,3.22,13.4,8,red,455
8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.58,red,0.9986,3.37,10.3,5,red,456
9.2,0.63,0.21,2.7,0.097,29.0,65.0,0.58,red,0.9988,3.28,9.6,5,red,457
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.74,red,0.9998,3.26,11.2,7,red,458
11.6,0.58,0.66,2.2,0.074,10.0,47.0,0.57,red,1.0008,3.25,9.0,3,red,459
9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.61,red,0.9976,3.35,11.3,6,red,460
8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.61,red,0.9982,3.26,9.3,5,red,461
11.0,0.26,0.68,2.55,0.085,10.0,25.0,0.61,red,0.997,3.18,11.8,5,red,462
8.1,0.66,0.7,2.2,0.098,25.0,129.0,0.53,red,0.9972,3.08,9.0,5,red,463
11.5,0.315,0.54,2.1,0.084,5.0,15.0,0.7,red,0.9987,2.98,9.2,6,red,464
10.0,0.29,0.4,2.9,0.098,10.0,26.0,0.91,red,1.0006,3.48,9.7,5,red,465
10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.72,red,0.9982,3.16,11.5,6,red,466
8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.79,red,0.9947,3.32,14.0,6,red,467
11.4,0.36,0.69,2.1,0.09,6.0,21.0,0.62,red,1.0,3.17,9.2,6,red,468
8.7,0.82,0.02,1.2,0.07,36.0,48.0,0.58,red,0.9952,3.2,9.8,5,red,469
13.0,0.32,0.65,2.6,0.093,15.0,47.0,0.61,red,0.9996,3.05,10.6,5,red,470
9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.71,red,0.997,3.2,11.4,6,red,471
12.5,0.37,0.55,2.6,0.083,25.0,68.0,0.82,red,0.9995,3.15,10.4,6,red,472
9.9,0.35,0.55,2.1,0.062,5.0,14.0,0.79,red,0.9971,3.26,10.6,5,red,473
10.5,0.28,0.51,1.7,0.08,10.0,24.0,0.89,red,0.9982,3.2,9.4,6,red,474
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.6,red,0.9988,3.14,10.2,5,red,475
9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.7,red,0.998,3.28,9.7,5,red,476
10.4,0.24,0.49,1.8,0.075,6.0,20.0,1.06,red,0.9977,3.18,11.0,6,red,477
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.6,red,0.9988,3.14,10.2,5,red,478
9.4,0.685,0.11,2.7,0.077,6.0,31.0,0.7,red,0.9984,3.19,10.1,6,red,479
10.6,0.28,0.39,15.5,0.069,6.0,23.0,0.66,red,1.0026,3.12,9.2,5,red,480
9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.92,red,0.9964,3.15,11.7,8,red,481
10.6,0.36,0.59,2.2,0.152,6.0,18.0,1.05,red,0.9986,3.04,9.4,5,red,482
10.6,0.36,0.6,2.2,0.152,7.0,18.0,1.06,red,0.9986,3.04,9.4,5,red,483
10.6,0.44,0.68,4.1,0.114,6.0,24.0,0.66,red,0.997,3.06,13.4,6,red,484
10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.47,red,0.9976,3.17,10.0,5,red,485
10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.47,red,0.9976,3.17,10.0,5,red,486
10.2,0.645,0.36,1.8,0.053,5.0,14.0,0.42,red,0.9982,3.17,10.0,6,red,487
11.6,0.32,0.55,2.8,0.081,35.0,67.0,0.92,red,1.0002,3.32,10.8,7,red,488
9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.75,red,0.9984,3.34,10.2,6,red,489
9.3,0.775,0.27,2.8,0.078,24.0,56.0,0.67,red,0.9984,3.31,10.6,6,red,490
9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.79,red,0.9952,3.34,13.3,7,red,491
8.9,0.4,0.51,2.6,0.052,13.0,27.0,0.9,red,0.995,3.32,13.4,7,red,492
8.7,0.69,0.31,3.0,0.086,23.0,81.0,0.74,red,1.0002,3.48,11.6,6,red,493
6.5,0.39,0.23,8.3,0.051,28.0,91.0,0.55,red,0.9952,3.44,12.1,6,red,494
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.65,red,0.9972,3.15,11.0,8,red,495
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.65,red,0.9984,3.43,9.0,6,red,496
7.2,0.34,0.32,2.5,0.09,43.0,113.0,0.79,red,0.9966,3.32,11.1,5,red,497
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.65,red,0.9972,3.15,11.0,8,red,498
8.7,0.69,0.31,3.0,0.086,23.0,81.0,0.74,red,1.0002,3.48,11.6,6,red,499
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.65,red,0.9984,3.43,9.0,6,red,500
10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.85,red,0.999,3.17,12.0,7,red,501
10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.85,red,0.999,3.17,12.0,7,red,502
10.5,0.26,0.47,1.9,0.078,6.0,24.0,1.04,red,0.9976,3.18,10.9,7,red,503
10.5,0.24,0.42,1.8,0.077,6.0,22.0,1.05,red,0.9976,3.21,10.8,7,red,504
10.2,0.49,0.63,2.9,0.072,10.0,26.0,0.78,red,0.9968,3.16,12.5,7,red,505
10.4,0.24,0.46,1.8,0.075,6.0,21.0,1.02,red,0.9976,3.25,10.8,7,red,506
11.2,0.67,0.55,2.3,0.084,6.0,13.0,0.71,red,1.0,3.17,9.5,6,red,507
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.63,red,0.9994,3.18,10.2,6,red,508
13.3,0.29,0.75,2.8,0.084,23.0,43.0,0.68,red,0.9986,3.04,11.4,7,red,509
12.4,0.42,0.49,4.6,0.073,19.0,43.0,0.61,red,0.9978,3.02,9.5,5,red,510
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.63,red,0.9994,3.18,10.2,6,red,511
10.7,0.4,0.48,2.1,0.125,15.0,49.0,0.81,red,0.998,3.03,9.7,6,red,512
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.66,red,0.9973,3.09,11.8,7,red,513
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.66,red,0.9973,3.09,11.8,7,red,514
8.5,0.655,0.49,6.1,0.122,34.0,151.0,1.14,red,1.001,3.31,9.3,5,red,515
12.5,0.6,0.49,4.3,0.1,5.0,14.0,0.74,red,1.001,3.25,11.9,6,red,516
10.4,0.61,0.49,2.1,0.2,5.0,16.0,0.63,red,0.9994,3.16,8.4,3,red,517
10.9,0.21,0.49,2.8,0.088,11.0,32.0,0.68,red,0.9972,3.22,11.7,6,red,518
7.3,0.365,0.49,2.5,0.088,39.0,106.0,0.78,red,0.9966,3.36,11.0,5,red,519
9.8,0.25,0.49,2.7,0.088,15.0,33.0,0.9,red,0.9982,3.42,10.0,6,red,520
